"Categoria","Usuario","Comentario"
"Vestuario","Andrea
Hace 9 Meses  ","Compre mi talla habitual que es 36 en azul y me quedaron perfectos :) el modelo es holgado porque son mom jeans. Además que la entrega fue muy rápida! Lo recomiendo
<U+2714> Sí, recomiendo este producto."
"Vestuario","barbara
Hace 9 Meses  ","Muy malo el calce del pantalon. soy 36/34 usualmente y me compre 34 quedo grande y super suelto.Definitivamente mom jeans no son. No los recomiendo si lo que buscas en un mom fit."
"Vestuario","Anónimo
Hace 9 Meses  ","Compre los 3 tonos, soy 42 y compre 2 en talla 40 y me quedaron grandes (solo un poco., de las caderas) y el 38 me quedó perfecto.. ya q son muy elásticados, sobre todo el blanco. El material del azul es el mejor de todos
<U+2714> Sí, recomiendo este producto."
"Vestuario","Alinson Quiroz
Hace 9 Meses  ","Es muy elasticado, tienen que comprar su talla normal de jeans, yo soy 36 compre dos, uno 36 y 38 por si las moscas, y el 38 me quedo grande de la panza (se me agloba), el 36 me quedo bien pero no es el mom que acostumbramos a ver de la epoca de los 80´es mas ajustado de las piernas, es un jeans recto, pero muy lindo"
"Vestuario","Josefa
Hace 9 Meses  ","Los compré en negro y azul y ambos quedan perfectos, tienen buen calce y son elasticados. El tiro es alto así que quedan bacanes como moms! Compré 36 y 38 (recomiendo comprar tu talla normal)
<U+2714> Sí, recomiendo este producto."
"Vestuario","Constanza
Hace 9 Meses  ","Compre el azul, talla 38 me queda con bello calse son muy elasticados
<U+2714> Sí, recomiendo este producto."
"Vestuario","Alejandra
Hace 9 Meses  ","Compre talla 38 que es mi talla y me quedó bien. No se dejen guiar por una talla menos porque la idea de este jeans es que no quede ajustado si no más bien un poco holgado. Respecto a los colores azul y azul 1 me gustaría saber cuál es la diferencia si es que alguien sabe.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Josefina
Hace 9 Meses  ","Compré el blanco y el negro en 42, porque usualmente esa es mi talla, pero literal se me caen! Recomiendo comprar 1-2 tallas menos. Al blanco se le pegan mucho las pelusas, pelitos de perro/gato, en comparación a otras telas de jeans. Pero son muy cómodos, ni muy delgados ni muy gruesos, los recomiendo a mil
<U+2714> Sí, recomiendo este producto."
"Vestuario","Lorena
Hace 9 Meses  ","El color es igual al de la foto, pedi mi talks normal de jeans (38) y me quedó muy bien de cintura y trasero. No es necesario pedir tallas menos si quieres que luzca como un mom. No tiene nada que envidiar a jeans mucho más caros.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Valentina
Hace 9 Meses  ","Me encantoo, es muy elasticado, yo me pedí una talla menos y me quedó cómodo y lindo, incluso si hubiera pedido 2 tallas menos me hubiera entrado y bien, lo recomiendo, por el precio es uba muy buena compra
<U+2714> Sí, recomiendo este producto."
"Vestuario","Emely
Hace 9 Meses  ","Amigas no hagan caso a comentarios el jeans es ancho x q es mom, pero tienen q pedir su talla normal, para q le qde como mom, si lo quieren mas apegado en ese caso una talla menos, pero olgado qda muy bien
<U+2714> Sí, recomiendo este producto."
"Vestuario","Catalina
Hace 9 Meses  ","El pantalón es bonito y llego rápido, pero considerar una talla menos ya que es grande, soy 38 y me quedo muy grande, parece un 40
<U+2714> Sí, recomiendo este producto."
"Vestuario","Maria jose
Hace 9 Meses  ","Tiene buen calze, son súper elasticados yo soy 38-40 y pedí 38 me quedo grande y lo cambie por 36 y quedo perfecto
<U+2714> Sí, recomiendo este producto."
"Vestuario","Caro
Hace 9 Meses  ","Amo estos pantalones, termine comprando los 3 colores, por lo general soy 36, 38, de cintura 70, caderas 93 y compre el 38 me quedaba pero finalmente los cambie por el 36 porque con el 38 se me formaban unas bolsas, que pese a ser estilo mom me gusto más el 36. Excelente compra precio y buena calidad de la tela.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Andrea
Hace 9 Meses  ","El color azul es igual a la foto, normalmente soy 38-40, pedí un 38 y me quedo super, un poco suelto en la cintura pero muy poco, recomiendo pedir una talla menos quizás hasta 2
<U+2714> Sí, recomiendo este producto."
"Vestuario","michelle
Hace 9 Meses  ","hay que comprar 1 o 2 tallas menos. soy 38-40, y pedi un 38 me queda grande donde es tan elastico.
Recomiendo pedir 36"
"Vestuario","Verónica
Hace 10 Meses  ","Compre dos colores azul y negro en talla 38, me quedo super grande de cintura, debi haber pedido 36, es un poco ajustado de piernas para ser un mom, es raro que sea tan ancho de cintura y no asi de piernas, tendre que esperar para poder cambiarlo"
"Vestuario","Florencia
Hace 10 Meses  ","Compré mi talla habitual y me quedaron bien, pero no son mom jeans, son como skinny con la parte de abajo un poco más suelta
<U+2714> Sí, recomiendo este producto."
"Vestuario","Vivi_B
Hace 10 Meses  ","Es elasticado y efectivamente tienes que pedir una talla menos
<U+2714> Sí, recomiendo este producto."
"Vestuario","Sandra
Hace 10 Meses  ","Muy buen calce y cómodos, compré mi talla habitual.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Katherine
Hace 10 Meses  ","El color azul es tal cual a la foto. Pedi una talla 36 la cual lo soy y me quedan perfectos, son algo estrechos para ser mom pero a mi me gusta asi, quizas si quisieran que quedara mas sueltos deben comprar una talla mas! son de tiro alto, elasticados y buena tela los volveria a comprar en otros colores :)
<U+2714> Sí, recomiendo este producto."
"Vestuario","sofia
Hace 10 Meses  ","lo compré en 40 porque queria que me quedara un poco mas suelto (usualmente soy 38) pero me quedo demasiado grande, luego lo cambie x un 38 pero aun asi me quedaba muy grande para mi gusto, asi que lo cambie por 2da vez a talla 36 que me quedaron bien, incluso un 34 me hubiese entrado, las tallas son muy grandes.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Francisca
Hace 10 Meses  ","El pantalón es muy bonito y la tela es suave y se nota que puede ceder en algún momento, yo soy talla 36 y pedí la talla 36, la cual me quedo muy bien. Lo que si me pasó fue que lo pedí en color azul y me llego en blanco, así que eso no me gusto, pero me quedaré el pantalón porque es súper cómodo.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Barbara Sepulveda
Hace 10 Meses  ","Me compré mi talla 38, en negro y azul. Son un poquito mas grandes q la talla pero creo que están bien por el modelo. No recomendaría comprar talla menos porq el mom Jeans debe quedar holgado. Son cómodos y la tela es 100% denim.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Carla
Hace 10 Meses  ","La talla es más grande(normalmente soy 38) y me quedaron grandes, además el material no me gustó. En el negro se nota mucho que se le pegan pelusas, pelos etc. Respecto al color celeste tengo mejor opinión porque no se nota cuando se le adhieren pelusas"
"Vestuario","Sonia
Hace 10 Meses  ","Lindo jeans mezclilla elasticado, suelo usar 38 y compre esa talla . Me quedaron perfectos.
Son un poco más cortos abajo ,tiro alto y más ajustado al cuerpo .
Esperaba un jeans un poco más suelto (mom) pero bueno. momstreach , megan .
<U+2714> Sí, recomiendo este producto."
"Vestuario","Fran
Hace 10 Meses  ","La etiqueta dice fit ""megan"" y ""mom stretch"" pero la verdad es como un pitillo un poquitito suelto, no un verdadero mom. Yo soy 38 y pedi 38 y me quedaron bien. El tiro en verdad es alto."
"Vestuario","Cris
Hace 10 Meses  ","En esta marca soy 38 y pedi 38 (tengo 66 cm de cintura y 96 de caderas) y me quedo bien pero ojo me quedo como cualquier jeans skinny y no etilo mom como queria, la tela es elasticada y realmente es tiro alto
<U+2714> Sí, recomiendo este producto."
"Vestuario","daniela
Hace 10 Meses  ","pedí mi talla y quedó bien, soy 38, pero el color es mucho más oscuro que lo que sale en la foto, se ve celeste y llegó azul, y también pedí otro para mi hermana que es 36 también en azul y llegó blanco, mala experiencia y mal rato porque se tendrá que cambiar, lo que si, está bonito el jeans"
"Vestuario","María
Hace 10 Meses  ","Alguien me puede decir si el pantalón celeste es celeste o es azul? Lo encargué y llega el viernes, si no son celestes para cancelar la compra:(
<U+2714> Sí, recomiendo este producto."
"Vestuario","Karina
Hace 10 Meses  ","El color es igual a la foto, efectivamente la talla es grande, normalmente soy 34-36 y compre 34 y me quedaron bien, buen calce.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Xaviera
Hace 10 Meses  ","Pedí en color celeste y negro en talla 38. El celeste me quedó perfecto a diferencia del negro que tendré que cambiarlo o devolverlo. Son de tiro bastante alto, de pierna recta, elasticados pero bastante ajustados. No son mom jeans sueltos.
Los colores son iguales a la fotografías.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Alejandra
Hace 10 Meses  ","Elegí el azul en talla 36 y me llegó en color blanco... Pedir una talla menos en ese color, me quedó suelto. La tela es gruesa y suave lo único bueno."
"Vestuario","Marjorie
Hace 10 Meses  ","Compré el color blanco, la tela es suave y no se trasluce.
Compré talla 34 por los comentarios y me quedó bien, hasta un poquitito grande (generalmente soy talla 36)
No son mom sueltos, son más bien moms apretados, pero se ven súper lindos puestos!
<U+2714> Sí, recomiendo este producto."
"Vestuario","Debora
Hace 10 Meses  ","Chicas les recomiendo comprar una talla menos, soy 44 y pedí mi talla normal, me quedaron grandes tendré que ir a cambiarlos. Pero son hermosos y si se ven como Mom
<U+2714> Sí, recomiendo este producto."
"Vestuario","Fabiola
Hace 10 Meses  ","muy cómodos, pedi mi talla normal (36) y me quedaron perfectos, un estilo mom muy sutil, es tiro alto hasta el ombligo, voy por otro negro!!
<U+2714> Sí, recomiendo este producto."
"Vestuario","Anónimo
Hace 10 Meses  ","Me compre los moms de color negro y celeste y los 2 son elasticados,me dejellevar por los comentarios y me quedaron grandes
<U+2714> Sí, recomiendo este producto."
"Vestuario","Mariel
Hace 10 Meses  ","Muy lindos especiales para que buscamos Mom, solo mencionar que no se dejen llevar por los comentarios yo me guie y tome la talla equivocada uso talla 42 y pedi un 44 porque todos se quejaban que eran pequeños me quedo una talla mas grande.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Sofia
Hace 10 Meses  ","Es muy lindo y comodo yo pedí el negro, normalmente soy talla 36 y los pedí en esa talla y me quedaron perfectos el único detalle es que son un poco elásticados, me quedan a la cintura y del largo esta bien. Vi en los comentarios que decían que compre una talla más o una talla menos, eso depende del tipo de cuerpo y medidas que tengas,yo les recomiendo que vengan la tabla de medidas.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Constanza
Hace 10 Meses  ","Muy cómodo ! Es elasticado, soy 36 así que pedí esa talla pero me quedo grande , hubiese pedido un 34, son muy elasticados pero quedan súper bien
<U+2714> Sí, recomiendo este producto."
"Vestuario","Giglia
Hace 10 Meses  ","Compré talla 36. Por lo general soy 36-38. Me quedaron perfectos, ni tan apretados ni sueltos. Soy gruesos y elasticados. Excelente compra y muy buena calidad para el precio!
<U+2714> Sí, recomiendo este producto."
"Vestuario","Jocelyn
Hace 10 Meses  ","Muy lindo buen calce, soy talla 38 y pedí 36 queda perfecto"
"Vestuario","Camila Mella
Hace 10 Meses  ","Compré el pantalón Negro, como mom es perfecto, la tela también, pero me quedó grande. Compré talla 36 (normalmente soy esa talla) así que lo ideal sería una talla menos.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Anette
Hace 10 Meses  ","Buena tela, elásticados, tiro alto y cómodos, el modelo en si no están Mom se llama ""megan"" es un mom ajustado. La talla es grande siempre soy 40 pero compre la 38 y me queda bien, el 36 me quedaba muy apretado pero aun así si alguien tiene la cintura pequeña le quedaría.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Javiera
Hace 10 Meses  ","Compre en negro y celeste, soy 38 y compre en 36 por los comentarios y me quedaron super un poco sueltos de la cintura quizás hasta un 34 me quedaría bien, el celeste es mas ajustado y el negro lo único malo que la tela se le pegan pelusas, pero aparte de eso todo ok"
"Vestuario","Constanza
Hace 10 Meses  ","Tienes que bajar una talla menos a la que eres regularmente, la tela es muy suave y elástica, los amo, de los mejores mom jeans que he encontrado, me encanta el tiro alto y los bolsillos traseros son grandes por lo que se ve muy lindo desde atrás! Lo probaré en los demás colores
<U+2714> Sí, recomiendo este producto."
"Vestuario","Anónimo
Hace 10 Meses  ","Seguí los consejos de los otros comentarios y compré una talla menos, soy 38 y la 36 me quedó súper!"
"Vestuario","Daniela
Hace 10 Meses  ","Muy cómodos, tela elasticada, compre en negro y celeste, el celeste es menos elasticado que el negro, cede menos al usarlo
<U+2714> Sí, recomiendo este producto."
"Vestuario","Valeria
Hace 10 Meses  ","La tela es ideal para estos días helados, el blanco no se trasluce, aaauunque yo era 34 y con la cuarentena :p subí a 38 y compre 36 por los comentarios y creo que me hubiera quedado perfecto el 34, lo recomendaría? Sip, pero solo si te gustan y te quedan bien este tipo de modelos mom
<U+2714> Sí, recomiendo este producto."
"Vestuario","Priscila
Hace 10 Meses  ","En esta marca soy 38, pense en comprar un 40 ya que es un mom, pero finalmente me decidi por el 38 ya que me quedo bien!, un 40 hubiera sido muy grande en la cintura.
Recomiendo comprar la misma talla que compres siempre en Sybilla.
Es elasticado y muy cómodo
<U+2714> Sí, recomiendo este producto."
"Vestuario","Stephanie
Hace 10 Meses  ","El modelo lo correcto de este pantalon es mom strech ya que son mas estrechos quedan un poco o sueltos de pierna pero no es el corte normal de un mom, el pantalón tiene tela de buena calidad y elasticada pero si estan buscando mom tipicos estos no lo son son parecidos a los modelos straight"
"Vestuario","Constanza
Hace 10 Meses  ","Me compré en 40 porque suelo ser esa talla en todo. Habían dicho que quedaban más suelto pero me quedaron re parecido a los jeans normales, quizá un poco más suelto. Si son tiro alto y el azul es muy lindo. Encuentro que se ven bien.
<U+2714> Sí, recomiendo este producto."
